repo,bugfix_commit,bugfix_subject,bugfix_file,matched_security_event_id,matched_security_commit,matched_security_file,bugfix_file_in_changed_files,changed_source_files_count,changed_source_files_sample,commit_message_full,has_security_ids,has_security_keyword_signal,has_security_adjacent_signal,review_decision,review_notes
libxml2,c537ccf0aea640e625abce653d5890afc934b340,Fixed compilation error on GCC versions prior to 4.5,include/libxml/xmlexports.h,CVE-2008-3281,4bf899bf1b719d692be407b89f6610103f13bd5d,include/libxml/entities.h,1,1,include/libxml/xmlexports.h,"Fixed compilation error on GCC versions prior to 4.5

The deprecated attribute started accepting an optional string argument
in GCC version 4.5. Compiling libxml2 with GCC versions prior to that
would cause compilation errors such as:
```
./include/libxml/xmlmemory.h:134: error: wrong number of arguments specified for 'deprecated' attribute
```

Now the string argument is omitted for older versions of GCC.

Signed-off-by: Lars Erik Wik <lars.erik.wik@northern.tech>",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,c6167cf3b9acf4b050e0b73c30019ab60d8e3393,fix to issue 227 adding xpath0 to xmllint,xmllint.c,CVE-2008-4225,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,tree.c,1,1,xmllint.c,fix to issue 227 adding xpath0 to xmllint,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,ca6a8cf94672e6f3c48c08d6af2201599788fc17,runtest: Add test for Memory leak in xmlInputFromFd,runtest.c,CVE-2008-4225,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,SAX2.c,1,1,runtest.c,"runtest: Add test for Memory leak in xmlInputFromFd

See https://gitlab.gnome.org/GNOME/libxml2/-/issues/1075",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,cb4334b7abf265f55d1a41f435fedd67494eeb18,malloc-fail: Fix memory leak in xmlSAX2StartElementNs,SAX2.c,CVE-2017-5969,94691dc884d1a8ada39f073408b4bb92fe7fe882,valid.c,1,1,SAX2.c,"malloc-fail: Fix memory leak in xmlSAX2StartElementNs

Found with libFuzzer, see #344.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,cdfb54ff7ba3e881afbef10f90a56beaf3063034,Fix typos,encoding.c,CVE-2024-25062,92721970884fcc13305cb8e23cdc5f0dd7667c2c,xmlreader.c,1,2,encoding.c;example/icu.c,Fix typos,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,d936c4503c7429967586376c68964ce928b94859,fix to issue 227 adding xpath0 to xmllint,xmllint.c,CVE-2008-4226,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,tree.c,1,1,xmllint.c,fix to issue 227 adding xpath0 to xmllint,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,dd4c0f62fa1fd9650aae6b718dd9964a4ffa69b9,tree: Fix xmlTextMerge with NULL args,tree.c,CVE-2014-3660,be2a7edaf289c5da74a4f9ed3a0b6c733e775230,parser.c,1,2,fuzz/api.c;tree.c,"tree: Fix xmlTextMerge with NULL args

Restore pre-2.13 behavior. Fixes #875.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,f0a703dac85ad9398f208d3237ca19c483368834,dict: Fix null-deref with empty subdict,dict.c,CVE-2017-9050,e26630548e7d138d2c560844c43820b6767251e3,runtest.c,1,1,dict.c,"dict: Fix null-deref with empty subdict

Short lived regression found by OSS-Fuzz.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,f879a0177b9f2c5f85b0bb6d30385e36c2f6e281,Fix C14N type confusion,c14n.c,CVE-2016-5131,9ab01a277d71f54d3143c2cf333c5c2e9aaedd9e,xpointer.c,1,1,c14n.c,"Fix C14N type confusion

Do not try to get nsDef with xmlDoc

Fix https://gitlab.gnome.org/GNOME/libxml2/-/issues/1016",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,fc256953d29698ba5918c32d14fc69ea69d7e64e,malloc-fail: Fix memory leak in htmlCreateMemoryParserCtxt,HTMLparser.c,CVE-2025-7425,f1e1f13b766eb580a8dcc0c4e7a447346dfd862e,valid.c,1,1,HTMLparser.c,"malloc-fail: Fix memory leak in htmlCreateMemoryParserCtxt

Found with libFuzzer, see #344.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,fc72e0833a4e5724aef604e2fd9adb1014cb4844,Fix compilation with uclibc,encoding.c,CVE-2008-4226,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,SAX2.c,1,1,encoding.c,"Fix compilation with uclibc

The patch fixes the following errors and warnings raised by the
compilation of the library with uClibc:

encoding.c: In function ‘xmlEncInputChunk’:
encoding.c:2209:32: warning: comparison between pointer and integer
 2209 |     else if (handler->iconv_in != NULL) {
      |                                ^~
encoding.c: In function ‘xmlEncOutputChunk’:
encoding.c:2269:33: warning: comparison between pointer and integer
 2269 |     else if (handler->iconv_out != NULL) {
      |                                 ^~
encoding.c: In function ‘xmlCharEncCloseFunc’:
encoding.c:2681:29: warning: comparison between pointer and integer
 2681 |     if ((handler->iconv_out != NULL) || (handler->iconv_in != NULL)) {
      |                             ^~
encoding.c:2681:60: warning: comparison between pointer and integer
 2681 |     if ((handler->iconv_out != NULL) || (handler->iconv_in != NULL)) {
      |                                                            ^~
encoding.c:2683:32: warning: comparison between pointer and integer
 2683 |         if (handler->iconv_out != NULL) {
      |                                ^~
encoding.c:2686:32: error: assignment to ‘iconv_t’ {aka ‘long int’} from ‘void *’ makes integer from pointer without a cast [-Wint-conversion]
 2686 |             handler->iconv_out = NULL;
      |                                ^
encoding.c:2688:31: warning: comparison between pointer and integer
 2688 |         if (handler->iconv_in != NULL) {
      |                               ^~
encoding.c:2691:31: error: assignment to ‘iconv_t’ {aka ‘long int’} from ‘void *’ makes integer from pointer without a cast [-Wint-conversion]
 2691 |             handler->iconv_in = NULL;
      |                               ^
make[4]: *** [Makefile:1147: libxml2_la-encoding.lo] Error 1

Signed-off-by: Dario Binacchi <dario.binacchi@amarulasolutions.com>",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
libxml2,fe7f835f32757632edff0052d74063e97229d2c4,Fix C4296 warning: Resolve comparison of unsigned int with 0,xmlschemastypes.c,CVE-2015-1819,213f1fe0d76d30eaed6e5853057defc43e6df2c9,xmlreader.c,1,1,xmlschemastypes.c,Fix C4296 warning: Resolve comparison of unsigned int with 0,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,10bda6e11b91fe67c4489ab5e0347355fa6091cb,Fixed includes in quic headers.,src/event/ngx_event_quic.h,CVE-2009-3555,70bd187c4c386d82d6e4d180e0db84f361d1be02,src/event/ngx_event_openssl.h,1,3,src/event/ngx_event_quic.h;src/event/ngx_event_quic_protection.h;src/event/ngx_event_quic_transport.h,Fixed includes in quic headers.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,41d8ea8c8d268555d3cbd8dd2ab32dcc06658209,Fixed handling of unix sockets in $binary_remote_addr.,src/stream/ngx_stream_variables.c,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/stream/ngx_stream_ssl_module.c,1,2,src/http/ngx_http_variables.c;src/stream/ngx_stream_variables.c,"Fixed handling of unix sockets in $binary_remote_addr.

Previously, unix sockets were treated as AF_INET ones, and this may
result in buffer overread on Linux, where unbound unix sockets have
2-byte addresses.

Note that it is not correct to use just sun_path as a binary representation
for unix sockets.  This will result in an empty string for unbound unix
sockets, and thus behaviour of limit_req and limit_conn will change when
switching from $remote_addr to $binary_remote_addr.  As such, normal text
representation is used.

Reported by Stephan Dollberg.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,53bea399a006054350e9068b3a23f3dea89b1c0e,Fixed reference to time parsing code after 8b6fa4842133.,src/core/ngx_times.c,CVE-2017-20005,0206ebe76f748bb39d9de4dd4b3fce777fdfdccf,src/core/ngx_times.c,1,1,src/core/ngx_times.c,Fixed reference to time parsing code after 8b6fa4842133.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,6299f5e9149483251bbbcc8ad26cf29b6109e75c,"Avoid left-shifting integers into the sign bit, which is undefined.",src/http/modules/ngx_http_log_module.c,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/http/modules/ngx_http_ssl_module.c,1,4,src/core/ngx_string.c;src/http/modules/ngx_http_log_module.c;src/http/modules/ngx_http_userid_filter_module.c;src/http/ngx_http_parse.c,"Avoid left-shifting integers into the sign bit, which is undefined.

Found with UndefinedBehaviorSanitizer.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,63572fce5577dd5ec68bb1204d20cdb946cd6418,Fixed SSL logging with lingering close.,src/event/ngx_event_openssl.h,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/event/ngx_event_openssl.h,1,3,src/event/ngx_event_openssl.c;src/event/ngx_event_openssl.h;src/http/ngx_http_request.c,"Fixed SSL logging with lingering close.

Recent fixes to SSL shutdown with lingering close (554c6ae25ffc, 1.19.5)
broke logging of SSL variables.  To make sure logging of SSL variables
works properly, avoid freeing c->ssl when doing an SSL shutdown before
lingering close.

Reported by Reinis Rozitis
(http://mailman.nginx.org/pipermail/nginx/2021-May/060670.html).",0,0,1,ambiguous,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
nginx,7250a7688da4ee9ad1a88fd1489bbb19ec2020ce,QUIC: fixed memory leak in ngx_quic_send_frames().,src/event/ngx_event_quic.c,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/event/ngx_event_openssl.c,1,1,src/event/ngx_event_quic.c,"QUIC: fixed memory leak in ngx_quic_send_frames().

The function did not free passed frames in case of error.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,b32cb6b61079d2eff69c89e0e718a79258507717,Fixed worker_shutdown_timeout in various cases.,src/mail/ngx_mail_proxy_module.c,CVE-2014-3616,ecfab06cb20959219c9aadc2ef59507488e4fa99,src/mail/ngx_mail_ssl_module.c,1,3,src/http/ngx_http_request.c;src/mail/ngx_mail_proxy_module.c;src/stream/ngx_stream_proxy_module.c,"Fixed worker_shutdown_timeout in various cases.

The ngx_http_upstream_process_upgraded() did not handle c->close request,
and upgraded connections do not use the write filter.  As a result,
worker_shutdown_timeout did not affect upgraded connections (ticket #1419).
Fix is to handle c->close in the ngx_http_request_handler() function, thus
covering most of the possible cases in http handling.

Additionally, mail proxying did not handle neither c->close nor c->error,
and thus worker_shutdown_timeout did not work for mail connections.  Fix is
to add c->close handling to ngx_mail_proxy_handler().

Also, added explicit handling of c->close to stream proxy,
ngx_stream_proxy_process_connection().  This improves worker_shutdown_timeout
handling in stream, it will no longer wait for some data being transferred
in a connection before closing it, and will also provide appropriate
logging at the ""info"" level.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,f5036584840df54c066af8452fcc75b6af7ded97,Fixed memory leak with reordered stream frames.,src/event/ngx_event_quic.c,CVE-2010-4180,3e3ee60b99f41cdc15f3651f0a917217977157c1,src/event/ngx_event_openssl.c,1,1,src/event/ngx_event_quic.c,Fixed memory leak with reordered stream frames.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
nginx,f540602ad217bce65d311546337200e915cf2676,Fixed build with OpenSSL using old callbacks API.,src/event/ngx_event_quic.c,CVE-2009-3555,70bd187c4c386d82d6e4d180e0db84f361d1be02,src/event/ngx_event_openssl.c,1,1,src/event/ngx_event_quic.c,Fixed build with OpenSSL using old callbacks API.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,07f2c7f34951c04d2cd796ac6c80e47c56c4969e,upstream: fix memory leak in error path; bz#3074 patch from,sftp-client.c,CVE-2006-0225,3eec6b73a2c446225fce546d61d83cfc695fbaa0,scp.c,1,1,sftp-client.c,"upstream: fix memory leak in error path; bz#3074 patch from

krishnaiah.bommu@intel.com, ok dtucker

OpenBSD-Commit-ID: d031853f3ecf47b35a0669588f4d9d8e3b307b3c",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,0f5d19e6fe4b58a89e6dc8c71a2aae30365d193e,fix utmpx ifdef,loginrec.c,CVE-2015-6563,d4697fe9a28dab7255c60433e4dd23cf7fce8a8b,monitor_wrap.c,1,1,loginrec.c,"fix utmpx ifdef

02e16ad95fb1f56ab004b01a10aab89f7103c55d did a copy-paste for
utmpx, but forgot to change the ifdef appropriately",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,10dce8ff68ef615362cfcab0c0cc33ce524e7682,upstream: unbreak; missing NULL check,readpass.c,CVE-2006-0225,3eec6b73a2c446225fce546d61d83cfc695fbaa0,misc.c,1,1,readpass.c,"upstream: unbreak; missing NULL check

OpenBSD-Commit-ID: 6613dfab488123f454d348ef496824476b8c11c0",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,14beca57ac92d62830c42444c26ba861812dc837,upstream: backout 1.293 fix kex mem-leak in ssh_packet_close at markus,packet.c,CVE-2021-28041,e04fd6dde16de1cdc5a4d9946397ff60d96568db,ssh-agent.c,1,1,packet.c,"upstream: backout 1.293 fix kex mem-leak in ssh_packet_close at markus

request

the change introduced a NULL deref in sshpkt_vfatal() (uses of ssh->kex after
calling ssh_packet_clear_keys())

OpenBSD-Commit-ID: 9c9a6721411461b0b1c28dc00930d7251a798484",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,1c1124dc901fca1ea2cb762044b8f1a5793a2bed,upstream: don't leak arg2 on parse_pubkey_algos error path; ok,readconf.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,sshconnect.c,1,1,readconf.c,"upstream: don't leak arg2 on parse_pubkey_algos error path; ok

dtucker@

OpenBSD-Commit-ID: 7d0270ad3dd102412ca76add2b3760518abdef75",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,1ff38f34b4c4545eb28106629cafa1e0496bc726,Fix memory leak in error path.,auth-pam.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,sshkey.c,1,1,auth-pam.c,"Fix memory leak in error path.

*info is allocated via xstrdup but was leaked in the PAM_AUTH_ERR path.
From github PR#266.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,23490a6c970ea1d03581a3b4208f2eb7a675f453,fix previous test,ssh-pkcs11.c,CVE-2022-42703,195313dfe10a23c82e9d56d5fdd2f59beee1bdcf,sandbox-seccomp-filter.c,1,1,ssh-pkcs11.c,fix previous test,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,2519110659a1efac6c976895a86659d1b341c91b,upstream: match_user() shouldn't be called with user==NULL unless,match.c,CVE-2020-29368,195313dfe10a23c82e9d56d5fdd2f59beee1bdcf,sandbox-seccomp-filter.c,1,1,match.c,"upstream: match_user() shouldn't be called with user==NULL unless

host and ipaddr are also NULL

OpenBSD-Commit-ID: fa3518346c21483e9e01a2e4b9436ae501daf8ea",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,29fb6f6d46b67770084b4f12bcf8a01bd535041b,upstream: Fix proxy multiplexing (-O proxy) bug,nchan.c,CVE-2006-0225,3eec6b73a2c446225fce546d61d83cfc695fbaa0,sftp.c,1,4,channels.c;channels.h;mux.c;nchan.c,"upstream: Fix proxy multiplexing (-O proxy) bug

If a mux started with ControlPersist then later has a forwarding added using
mux proxy connection and the forwarding was used, then when the mux proxy
session terminates, the mux master process will send a channel close to the
server with a bad channel ID and crash the connection.

This was caused by my stupidly reusing c->remote_id for mux channel
associations when I should have just added another member to struct channel.

ok markus@

OpenBSD-Commit-ID: c9f474e0124e3fe456c5e43749b97d75e65b82b2",0,0,1,ambiguous,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
openssh,31f1ee54968ad84eb32375e4412e0318766b586b,upstream: initialize cname in case ai_canonname is NULL or too,ssh.c,CVE-2025-32728,fc86875e6acb36401dfc1dfb6b628a9d1460f367,session.c,1,1,ssh.c,"upstream: initialize cname in case ai_canonname is NULL or too

long; ok djm

OpenBSD-Commit-ID: c27984636fdb1035d1642283664193e91aab6e37",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,416287d45fcde0a8e66eee8b99aa73bd58607588,Fix sshbuf_new error path in skey.,monitor_wrap.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,auth2-pubkey.c,1,1,monitor_wrap.c,Fix sshbuf_new error path in skey.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,58c819096a2167983e55ae686486ce317b69b2d1,upstream: Prevent possible null pointer deref of ip_str in debug.,clientloop.c,CVE-2023-51384,881d9c6af9da4257c69c327c4e2f1508b2fa754b,ssh-agent.c,1,1,clientloop.c,"upstream: Prevent possible null pointer deref of ip_str in debug.

OpenBSD-Commit-ID: 37b252e2e6f690efed6682437ef75734dbc8addf",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,599f01142a376645b15cbc9349d7e8975e1cf245,"fix merge botch that left "",,"" in KEX algs",myproposal.h,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,sshkey.h,1,1,myproposal.h,"fix merge botch that left "",,"" in KEX algs",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,5ef4b0fdcc7a239577a754829b50022b91ab4712,avoid FreeBSD RCS Id in comment,auth-pam.c,CVE-2016-8858,ec165c392ca54317dbe3064a8c200de6531e89ad,kex.c,1,1,auth-pam.c,"avoid FreeBSD RCS Id in comment

Change old $FreeBSD version string in comment so it doesn't
become an RCS ident downstream; requested by des AT des.no",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,5f25afe5216ba7f8921e04f79aa4ca0624eca820,upstream: fix null-deref on calloc failure; ok djm,auth-options.c,CVE-2016-6210,9286875a73b2de7736b5e50692739d314cd8d9dc,auth-passwd.c,1,1,auth-options.c,"upstream: fix null-deref on calloc failure; ok djm

OpenBSD-Commit-ID: a313519579b392076b7831ec022dfdefbec8724a",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,67b7c784769c74fd4d6b147d91e17e1ac1a8a96d,"upstream: Check sshauthopt_new() for NULL. bz#3425, from",auth.c,CVE-2021-41617,bf944e3794eff5413f2df1ef37cddf96918c6bde,misc.c,1,1,auth.c,"upstream: Check sshauthopt_new() for NULL. bz#3425, from

tessgauthier at microsoft.com.  ok djm@

OpenBSD-Commit-ID: af0315bc3e44aa406daa7e0ae7c2d719a974483f",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,6c2039286f503e2012a58a1d109e389016e7a99b,fix merge both that broke --without-ssh1 compile,ssh-agent.c,CVE-2018-20685,6010c0303a422a9c5fa8860c061bf7105eb7f8b2,scp.c,1,1,ssh-agent.c,fix merge both that broke --without-ssh1 compile,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,6c31ba10e97b6953c4f325f526f3e846dfea647a,upstream: Don't leak the strings allocated by order_hostkeyalgs(),sshconnect2.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,ssh-agent.c,1,2,sshconnect2.c;sshd.c,"upstream: Don't leak the strings allocated by order_hostkeyalgs()

and list_hostkey_types() that are passed to compat_pkalg_proposal(). Part of
github PR#324 from ZoltanFridrich, ok djm@

This is a roll-forward of the previous rollback now that the required
changes in compat.c have been done.

OpenBSD-Commit-ID: c7cd93730b3b9f53cdad3ae32462922834ef73eb",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,7a7fdca78de4b4774950be056099e579ef595414,upstream: fix NULL-deref crash in PKCS#11 code when attempting,ssh-pkcs11.c,CVE-2020-29374,195313dfe10a23c82e9d56d5fdd2f59beee1bdcf,sandbox-seccomp-filter.c,1,1,ssh-pkcs11.c,"upstream: fix NULL-deref crash in PKCS#11 code when attempting

login to a token requiring a PIN; reported by benno@ fix mostly by markus@

OpenBSD-Commit-ID: 438d0b114b1b4ba25a9869733db1921209aa9a31",0,0,1,ambiguous,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
openssh,7d25b37fb2a5ff4dadabcbdac6087a97479434f5,fix possible NULL deref when built without FIDO,ssh-sk.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,sshsig.c,1,1,ssh-sk.c,"fix possible NULL deref when built without FIDO

Analysis/fix from kircher in bz3443; ok dtucker@",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,803e22eabd3ba75485eedd8b7b44d6ace79f2052,upstream: fix regression in OpenSSH 9.4 (mux.c r1.99) that caused,kex.c,CVE-2015-6563,d4697fe9a28dab7255c60433e4dd23cf7fce8a8b,monitor.c,1,4,kex.c;misc.c;misc.h;mux.c,"upstream: fix regression in OpenSSH 9.4 (mux.c r1.99) that caused

multiplexed sessions to ignore SIGINT under some circumstances. Reported by /
feedback naddy@, ok dtucker@

OpenBSD-Commit-ID: 4d5c6c894664f50149153fd4764f21f43e7d7e5a",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,945bf52c3c815d95b1e842ebf6c910c3524bd5bb,Fix a couple of mysig_t leftovers.,openbsd-compat/bsd-openpty.c,CVE-2016-6210,9286875a73b2de7736b5e50692739d314cd8d9dc,openbsd-compat/xcrypt.c,1,3,auth-pam.c;entropy.c;openbsd-compat/bsd-openpty.c,Fix a couple of mysig_t leftovers.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,97370f6c2c3b825f8c577b7e6c00b1a98d30a6cf,Fix building w/out ECC.,ssh-pkcs11.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,auth2-hostbased.c,1,3,kexecdh.c;ssh-pkcs11-helper.c;ssh-pkcs11.c,"Fix building w/out ECC.

Ifdef out ECC specific code so that that it'll build against an OpenSSL
configured w/out ECC.  With & ok djm@",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,a393759f9693a08a7fba18d4824b74f2dda1fe3d,Fix ut_type for btmp records,loginrec.c,CVE-2023-25136,486c4dc3b83b4b67d663fb0fa62bc24138ec3946,compat.c,1,2,loginrec.c;loginrec.h,"Fix ut_type for btmp records

According to man utmp ut_type is supposed to be only switched from
LOGIN_PROCESS to USER_PROCESS after succesfull authentication and this
is how sshd behaved before 671c44078.

Fixes: 671c44078 (""use construct_utmp to construct btmp records"")
Signed-off-by: Artem Savkov <artem.savkov@gmail.com>",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,ad38ec5f1b6768944d64ed7709da8706538b5509,upstream: fix leak on error path; Coverity CID 481976,misc-agent.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,auth2-pubkeyfile.c,1,1,misc-agent.c,"upstream: fix leak on error path; Coverity CID 481976

OpenBSD-Commit-ID: 963dba2c804e2fd8efea2256092899874d0dbc7b",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,bcf7c05a473f92a35f4f3b561fd7a1e339e0a30f,Fix header name and move return outside of ifdef.,sshkey.c,CVE-2020-14871,fcf429a4c69d30d8725612a55b37181594da8ddf,auth-pam.c,1,1,sshkey.c,"Fix header name and move return outside of ifdef.

Fixes from Mike Frysinger via Github PR#597.",0,0,1,ambiguous,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
openssh,bdaf65ae51d62c6cb676bd341cc34217c1b24920,fix state confusion between PAM and privsep code,auth-pam.h,CVE-2006-0225,3eec6b73a2c446225fce546d61d83cfc695fbaa0,misc.h,1,3,auth-pam.c;auth-pam.h;monitor.c,"fix state confusion between PAM and privsep code

Commits b9a6dd4d6 and df2b28163 introduced a potential desynchronisation
between the PAM code and the sshd-session monitor that could result in
authentication bypass if the unprivileged sshd-auth process had been
compromised.

Reported by Ben Edelman of NIST. Only git HEAD is affected, these
changes have not yet been included in an OpenSSH release.",0,0,1,ambiguous,"Commit message is not explicitly security-labelled, but it contains security-adjacent terms."
openssh,c3da05d95922f5550bcc7815e799474d6a160175,upstream: Plug potential mem leak in process_put.,sftp.c,CVE-2008-1483,5f5cd746f357a87637a6a91605a44e1ed9a6dab1,channels.c,1,1,sftp.c,"upstream: Plug potential mem leak in process_put.

It allocates abs_dst inside a loop but only frees it on exit, so free
inside the loop if necessary.  Coverity CID 291837, ok djm@

OpenBSD-Commit-ID: a01616503a185519b16f00dde25d34ceaf4ae1a3",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,c47e1c9c7911f38b2fc2fb01b1f6ae3a3121a838,upstream: fix memory leak in mux proxy mode when requesting forwarding.,channels.c,CVE-2015-8325,85bdcd7c92fe7ff133bbc4e10a65c91810f88755,session.c,1,1,channels.c,"upstream: fix memory leak in mux proxy mode when requesting forwarding.

found by RASU JSC, reported by Maks Mishin in GHPR#467

OpenBSD-Commit-ID: 97d96a166b1ad4b8d229864a553e3e56d3116860",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,e3fa20e2e58fdc88a0e842358778f2de448b771b,avoid -Wsign-compare warning in argv copying,sshd.c,CVE-2024-7594,5166b6cbf2b6103117a79f90a68068e89e02bf66,ssh-keygen.c,1,1,sshd.c,avoid -Wsign-compare warning in argv copying,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,ea9af2921cb6af8e65341531db3a7351917f0a92,upstream: fix crash at exit (visible via ssh-keygen -D) when,ssh-pkcs11.c,CVE-2016-6515,fcd135c9df440bcd2d5870405ad3311743d78d97,auth-passwd.c,1,1,ssh-pkcs11.c,"upstream: fix crash at exit (visible via ssh-keygen -D) when

multiple keys loaded. ok markus deraadt dtucker

OpenBSD-Commit-ID: baa9763ec69d162108dafd962792ec5610ff45c9",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,f59a94e22e46db2c23eddeb871aa9e8d93ab0016,upstream: don't dereference NULL pointer when hashing jumphost,ssh.c,CVE-2023-51385,7ef3787c84b6b524501211b11a26c742f829af1a,ssh.c,1,1,ssh.c,"upstream: don't dereference NULL pointer when hashing jumphost

OpenBSD-Commit-ID: 251c0263e1759a921341c7efe7f1d4c73e1c70f4",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
openssh,f85b118d2150847cc333895296bc230e367be6b5,upstream: Pass a NULL instead of zeroed out va_list from,misc.c,CVE-2015-6564,5e75f5198769056089fb06c4d738ab0e5abc66f7,monitor.c,1,1,misc.c,"upstream: Pass a NULL instead of zeroed out va_list from

dollar_expand.  The original intent was in case there's some platform where
va_list is not a pointer equivalent, but on i386 this chokes on the memset.
This unbreaks that build, but will require further consideration.

OpenBSD-Commit-ID: 7b90afcd8e1137a1d863204060052aef415baaf7",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
